age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Will subscribe a term deposit(yes/no)
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,no
28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
36,management,married,tertiary,no,0,yes,no,cellular,28,jan,60,1,250,1,other,no
37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,14,may,241,2,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,unknown,no
87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,no
37,management,single,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,no
47,unemployed,married,secondary,no,3188,yes,no,cellular,3,feb,426,3,-1,0,unknown,no
27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
49,unemployed,married,tertiary,no,-471,yes,no,cellular,20,nov,77,3,185,7,failure,no
37,blue-collar,married,primary,no,378,yes,no,unknown,9,may,514,1,-1,0,unknown,no
53,admin,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no
38,management,married,tertiary,no,126,yes,no,unknown,21,may,164,2,-1,0,unknown,no
27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown,no
45,admin,married,secondary,no,194,no,no,cellular,31,jul,517,4,-1,0,unknown,no
31,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,unknown,no
22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,yes
34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,no
50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152,2,347,1,failure,no
31,management,married,tertiary,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,no
47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,yes
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,no
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no
57,management,married,secondary,no,82,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,no
32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no
33,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown,no
45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
57,housemaid,married,primary,no,501,yes,yes,cellular,7,aug,59,2,-1,0,unknown,no
41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,failure,no
50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,jul,779,2,-1,0,unknown,no
24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,211,2,-1,0,unknown,no
37,admin,married,tertiary,no,801,no,no,cellular,11,aug,331,7,-1,0,unknown,no
47,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454,6,-1,0,unknown,no
35,admin,divorced,tertiary,no,1555,yes,no,unknown,9,may,26,2,-1,0,unknown,no
30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
41,admin,divorced,secondary,no,-365,yes,no,unknown,28,may,226,10,-1,0,unknown,no
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no
54,services,married,unknown,no,386,no,yes,cellular,19,nov,74,1,152,1,success,yes
44,entrepreneur,married,tertiary,no,0,yes,no,unknown,9,jul,300,1,-1,0,unknown,no
80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,-1,0,unknown,no
48,management,divorced,tertiary,no,541,yes,no,cellular,14,may,72,1,363,2,other,no
30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,failure,no
31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,no
31,management,married,tertiary,no,1183,yes,no,unknown,27,may,676,6,-1,0,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,no
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no
41,management,single,secondary,no,764,no,no,cellular,12,jun,230,2,-1,0,unknown,no
55,self-employed,married,secondary,no,2678,no,yes,cellular,18,aug,151,12,-1,0,unknown,no
24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,no
32,management,married,secondary,no,6217,yes,yes,unknown,21,may,486,2,-1,0,unknown,no
40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no
38,admin,single,secondary,no,883,yes,no,cellular,12,may,95,1,327,9,other,no
38,services,married,secondary,no,435,yes,no,unknown,23,may,193,2,-1,0,unknown,no
30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,no
25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
57,management,married,secondary,no,139,no,no,cellular,17,aug,80,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no
39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13,11,-1,0,unknown,no
41,admin,married,tertiary,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,no
64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,unknown,no
31,services,single,secondary,no,864,yes,no,cellular,6,may,100,1,-1,0,unknown,no
55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,21,aug,163,2,-1,0,unknown,no
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
46,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,104,2,-1,0,unknown,no
38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,no
49,admin,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,no
38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,no
30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,350,4,-1,0,unknown,no
40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87,6,-1,0,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,168,3,-1,0,unknown,no
47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other,no
49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,unknown,no
41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown,no
52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,no
61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,unknown,no
23,student,single,secondary,no,780,no,no,cellular,16,sep,267,1,-1,0,unknown,no
29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no
49,housemaid,married,primary,no,249,yes,no,cellular,21,nov,450,1,-1,0,unknown,no
53,services,divorced,secondary,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no
33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,no
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,failure,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,no
33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177,2,-1,0,unknown,no
34,technician,single,secondary,no,943,no,no,cellular,29,aug,96,4,-1,0,unknown,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,unknown,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,unknown,no
41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no
32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,yes
41,services,married,tertiary,no,412,yes,no,unknown,3,jun,154,5,-1,0,unknown,no
43,blue-collar,married,secondary,no,667,yes,no,unknown,7,may,228,3,-1,0,unknown,no
31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no
36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,no
70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,failure,no
31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,no
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,no
41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
30,management,single,tertiary,no,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown,no
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,no
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
41,admin,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
25,student,single,unknown,no,10788,no,no,cellular,23,dec,102,2,210,2,other,no
24,student,single,secondary,no,1847,no,no,cellular,9,dec,390,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,unknown,no
38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,no
55,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
33,technician,single,secondary,no,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,no
30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,28,aug,173,2,-1,0,unknown,no
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
25,services,single,secondary,no,64,no,no,cellular,21,jul,71,11,-1,0,unknown,no
34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,no
40,admin,single,secondary,no,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no
37,admin,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,no
56,admin,married,secondary,no,16873,no,no,cellular,7,oct,223,1,-1,0,unknown,no
31,services,married,secondary,no,413,yes,no,unknown,13,may,65,1,-1,0,unknown,no
52,admin,married,secondary,no,199,no,no,cellular,28,jan,978,2,189,1,other,no
42,management,married,secondary,no,1331,no,no,cellular,23,jul,698,2,-1,0,unknown,no
34,admin,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,no
47,admin,married,secondary,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,no
33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,76,2,-1,0,unknown,no
42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177,4,-1,0,unknown,no
34,admin,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,5,-1,0,unknown,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no
57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no
34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure,no
59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,no
40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207,1,363,2,failure,no
33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,no
32,admin,married,secondary,no,76,yes,no,unknown,21,may,189,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no
46,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,514,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no
43,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,no
27,student,single,tertiary,no,118,no,no,cellular,25,may,112,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,0,no,no,unknown,28,may,94,1,-1,0,unknown,no
55,retired,married,primary,no,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure,no
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,no
31,admin,married,secondary,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,no
29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,no
25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,no
49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,unknown,no
43,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no
49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
34,management,married,tertiary,no,-73,yes,no,cellular,11,jul,90,1,-1,0,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,-1,0,unknown,no
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,no
53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,no
60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,no
33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure,no
51,admin,married,secondary,no,1415,yes,no,unknown,2,jun,151,3,-1,0,unknown,no
23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,no
27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
32,self-employed,single,secondary,no,1259,no,no,cellular,25,jul,184,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,no
35,blue-collar,married,primary,no,422,yes,no,cellular,14,may,73,1,-1,0,unknown,no
40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown,no
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
33,admin,divorced,secondary,no,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no
37,services,married,secondary,no,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,no
51,admin,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,-1,0,unknown,no
37,admin,married,secondary,no,-107,yes,no,unknown,28,may,158,2,-1,0,unknown,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no
42,services,married,secondary,no,-246,yes,no,unknown,7,may,149,1,-1,0,unknown,no
40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no
37,management,single,tertiary,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501,4,-1,0,unknown,no
39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,136,1,-1,0,unknown,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,jan,309,2,224,1,other,no
69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown,no
54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,unknown,no
27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
31,admin,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
53,blue-collar,married,primary,no,4143,no,no,cellular,15,jul,200,3,-1,0,unknown,no
24,services,married,secondary,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no
44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
46,admin,married,secondary,no,22,yes,no,cellular,7,aug,414,4,-1,0,unknown,no
36,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no
44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,no
55,admin,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,failure,no
44,admin,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,no
46,retired,married,primary,no,-35,yes,no,cellular,7,may,304,3,-1,0,unknown,no
45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355,1,-1,0,unknown,no
53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,no
36,services,married,primary,no,179,no,no,unknown,9,jun,411,1,-1,0,unknown,no
54,management,divorced,tertiary,no,1295,yes,no,cellular,21,jul,179,10,-1,0,unknown,no
34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,no
28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown,no
40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,no
33,blue-collar,married,secondary,no,26,yes,no,cellular,17,apr,342,3,332,1,other,no
52,blue-collar,married,primary,no,1331,yes,no,cellular,29,jul,213,2,-1,0,unknown,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,unknown,no
30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown,no
26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,no
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,no
42,services,married,secondary,no,96,yes,no,cellular,5,may,238,3,340,2,failure,no
53,blue-collar,married,secondary,no,65,no,no,cellular,28,aug,25,18,-1,0,unknown,no
37,blue-collar,married,secondary,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
52,admin,married,secondary,no,693,no,no,unknown,12,jun,271,1,-1,0,unknown,no
48,admin,single,secondary,no,1150,yes,no,unknown,28,may,357,1,-1,0,unknown,no
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,no
33,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,29,3,-1,0,unknown,no
36,admin,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
39,technician,married,secondary,no,626,yes,no,cellular,11,may,126,2,-1,0,unknown,no
34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,0,unknown,no
58,admin,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,no
55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,277,2,-1,0,unknown,no
48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,no
31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,2,-1,0,unknown,no
38,admin,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,no
47,admin,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,no
51,technician,married,secondary,no,1490,yes,no,cellular,18,jul,227,2,-1,0,unknown,no
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,no
36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
34,management,married,secondary,no,293,yes,no,unknown,21,may,162,3,-1,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no
